uniprotkb:P49407	uniprotkb:P49407	-	-	psi-mi:arrb1_human|psi-mi:ARRB1|uniprotkb:ARRB1|uniprotkb:B6V9G8|uniprotkb:O75625|uniprotkb:O75630|uniprotkb:Q2PP20|uniprotkb:Q9BTK8|uniprotkb:Arrestin beta-1|uniprotkb:ARR1|uniprotkb:P49407_ARRB1|intact:EBI-743313|intact:EBI-2561130	psi-mi:arrb1_human|psi-mi:ARRB1|uniprotkb:ARRB1|uniprotkb:B6V9G8|uniprotkb:O75625|uniprotkb:O75630|uniprotkb:Q2PP20|uniprotkb:Q9BTK8|uniprotkb:Arrestin beta-1|uniprotkb:ARR1|uniprotkb:P49407_ARRB1|intact:EBI-743313|intact:EBI-2561130	unknown:"MI:0030"|unknown:"MI:0364"|unknown:"MI:0686"|unknown:"MI:0007"	Xiao, K. et al.(2007)|Nelson, CD. et al.(2013)|Nelson et al. (2013)|Xiao et al. (2007)|Vastrik et al. (2007)	pubmed:17620599|pubmed:24069330|imex:IM-21839|pubmed:17367534	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	unknown:"MI:0915"|unknown:"MI:0914"	psi-mi:"MI:0469"(intact)|psimi:"MI:0469"(intact)|psi-mi:"MI:0467"(reactome)	intact:EBI-1642094|intact:EBI-1642362|intact:EBI-8838277|intact:EBI-8838169	intact-miscore:0.53|-:-
uniprotkb:P49407	uniprotkb:Q5NGW2	-	-	psi-mi:arrb1_human|psi-mi:ARRB1|uniprotkb:ARRB1|uniprotkb:B6V9G8|uniprotkb:O75625|uniprotkb:O75630|uniprotkb:Q2PP20|uniprotkb:Q9BTK8|uniprotkb:Arrestin beta-1|uniprotkb:ARR1|intact:EBI-743313|intact:EBI-2561130	psi-mi:q5ngw2_fratt|uniprotkb:FTT_0715|uniprotkb:BZ14_94|intact:EBI-2796474	unknown:"MI:0398"	Dyer, MD. et al.(2010)|Dyer et al. (2010)	pubmed:20711500|imex:IM-13779	taxid:9606(Homo sapiens)	taxid:177416(Francisella tularensis subsp. tularensis SCHU S4)	unknown:"MI:0915"	psi-mi:"MI:0469"(intact)	intact:EBI-2808750	author score:1|intact-miscore:0.37
uniprotkb:Q5NET8	uniprotkb:P49407	-	-	psi-mi:q5net8_fratt|psi-mi:hrpA|uniprotkb:hrpA|uniprotkb:BZ14_1239|uniprotkb:FTT_1524c|intact:EBI-2797750	psi-mi:arrb1_human|psi-mi:ARRB1|uniprotkb:ARRB1|uniprotkb:B6V9G8|uniprotkb:O75625|uniprotkb:O75630|uniprotkb:Q2PP20|uniprotkb:Q9BTK8|uniprotkb:Arrestin beta-1|uniprotkb:ARR1|intact:EBI-743313|intact:EBI-2561130	unknown:"MI:0398"	Dyer, MD. et al.(2010)|Dyer et al. (2010)	pubmed:20711500|imex:IM-13779	taxid:177416(Francisella tularensis subsp. tularensis SCHU S4)	taxid:9606(Homo sapiens)	unknown:"MI:0915"	psi-mi:"MI:0469"(intact)	intact:EBI-2808757	author score:1|intact-miscore:0.37
uniprotkb:Q81LR7	uniprotkb:P49407	-	-	psi-mi:lepa_bacan|psi-mi:lepA|uniprotkb:lepA|uniprotkb:Q6KMG2|uniprotkb:Q6HT72|uniprotkb:BA_4544|uniprotkb:GBAA_4544|uniprotkb:BAS4218|uniprotkb:Ribosomal back-translocase LepA|intact:EBI-2813389|intact:EBI-2815255	psi-mi:arrb1_human|psi-mi:ARRB1|uniprotkb:ARRB1|uniprotkb:B6V9G8|uniprotkb:O75625|uniprotkb:O75630|uniprotkb:Q2PP20|uniprotkb:Q9BTK8|uniprotkb:Arrestin beta-1|uniprotkb:ARR1|intact:EBI-743313|intact:EBI-2561130	unknown:"MI:0398"	Dyer, MD. et al.(2010)|Dyer et al. (2010)	pubmed:20711500|imex:IM-13779	taxid:1392(Bacillus anthracis)	taxid:9606(Homo sapiens)	unknown:"MI:0915"	psi-mi:"MI:0469"(intact)	intact:EBI-2838020	author score:1|intact-miscore:0.37
uniprotkb:P25490	uniprotkb:P49407	-	-	psi-mi:tyy1_human|psi-mi:YY1|uniprotkb:YY1|uniprotkb:Q14935|uniprotkb:Yin and yang 1|uniprotkb:Delta transcription factor|uniprotkb:NF-E1|uniprotkb:INO80S|uniprotkb:INO80 complex subunit S|intact:EBI-765538	psi-mi:arrb1_human|psi-mi:ARRB1|uniprotkb:ARRB1|uniprotkb:B6V9G8|uniprotkb:O75625|uniprotkb:O75630|uniprotkb:Q2PP20|uniprotkb:Q9BTK8|uniprotkb:Arrestin beta-1|uniprotkb:ARR1|intact:EBI-743313|intact:EBI-2561130	unknown:"MI:0428"|unknown:"MI:0663"|unknown:"MI:0686"|unknown:"MI:0004"|unknown:"MI:0007"|unknown:"MI:0018"|unknown:"MI:0006"	Yue, R. et al.(2009)|Yue et al. (2009)	pubmed:19879840|imex:IM-12100	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	unknown:"MI:0915"|unknown:"MI:0914"|unknown:"MI:0403"	psi-mi:"MI:0469"(intact)|psi-mi:"MI:0463"(biogrid)|psimi:"MI:0469"(intact)	biogrid:828877|biogrid:828878|intact:EBI-2476383|intact:EBI-2476764|intact:EBI-2476784|intact:EBI-2476398	intact-miscore:0.60
uniprotkb:P49407	uniprotkb:P53779	-	-	psi-mi:arrb1_human|psi-mi:ARRB1|uniprotkb:ARRB1|uniprotkb:B6V9G8|uniprotkb:O75625|uniprotkb:O75630|uniprotkb:Q2PP20|uniprotkb:Q9BTK8|uniprotkb:Arrestin beta-1|uniprotkb:ARR1|intact:EBI-743313|intact:EBI-2561130	psi-mi:mk10_human|psi-mi:MAPK10|uniprotkb:MAPK10|uniprotkb:A6NG28|uniprotkb:B3KQ94|uniprotkb:Q49AP1|uniprotkb:A6NFS3|uniprotkb:Q15707|uniprotkb:Stress-activated protein kinase JNK3|uniprotkb:c-Jun N-terminal kinase 3|uniprotkb:MAP kinase p49 3F12|uniprotkb:JNK3|uniprotkb:JNK3A|uniprotkb:PRKM10|uniprotkb:Stress-activated protein kinase 1b|uniprotkb:SAPK1B|intact:EBI-713543	unknown:"MI:0046"|unknown:"MI:0686"|unknown:"MI:0004"|unknown:"MI:0007"|unknown:"MI:0081"	Yue, R. et al.(2009)|Li, X. et al.(2009)|Miller, WE. et al.(2001)|Yue et al. (2009)|Li et al. (2009)|Wu et al.(2010)	pubmed:19879840|pubmed:19782076|pubmed:11356842|imex:IM-12100|imex:IM-13870|mint:MINT-7263131|mint:d-09-01273|pubmed:20482850	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	unknown:"MI:0407"|unknown:"MI:0915"|unknown:"MI:0914"	psi-mi:"MI:0469"(intact)|psi-mi:"MI:0463"(biogrid)|psimi:"MI:0463"(grid)|psimi:"MI:0469"(intact)|psimi:"MI:0471"(mint)|psi-mi:"MI:0471"(MINT)|psi-mi:"MI:0467"(reactome)	biogrid:856615|intact:EBI-7264087|intact:EBI-2476726|biogrid:275433	intact-miscore:0.61|NBC:0.668138487226112(free-text)
uniprotkb:P49407	uniprotkb:Q00987	-	-	psi-mi:arrb1_human|psi-mi:ARRB1|uniprotkb:ARRB1|uniprotkb:Beta-arrestin-1|uniprotkb:B6V9G8|uniprotkb:O75625|uniprotkb:O75630|uniprotkb:Q2PP20|uniprotkb:Q9BTK8|uniprotkb:Arrestin beta-1|uniprotkb:ARR1|intact:EBI-743313|intact:EBI-2561130	psi-mi:mdm2_human|psi-mi:MDM2|uniprotkb:MDM2|uniprotkb:E3 ubiquitin-protein ligase Mdm2|uniprotkb:Q8WYJ1|uniprotkb:Q8WYJ2|uniprotkb:Q9UGI3|uniprotkb:Q9UMT8|uniprotkb:A8K2S6|uniprotkb:A6NL51|uniprotkb:Q13226|uniprotkb:Q13297|uniprotkb:Q13298|uniprotkb:Q13299|uniprotkb:Q13300|uniprotkb:Q13301|uniprotkb:Q53XW0|uniprotkb:Q71TW9|uniprotkb:p53-binding protein Mdm2|uniprotkb:Oncoprotein Mdm2|uniprotkb:Double minute 2 protein|uniprotkb:RING-type E3 ubiquitin transferase Mdm2|intact:EBI-389668	unknown:"MI:0045"|unknown:"MI:0686"|unknown:"MI:0004"|unknown:"MI:0007"|unknown:"MI:0018"|unknown:"MI:0006"	Yue, R. et al.(2009)|Hara, MR. et al.(2011)|Wang, P. et al.(2003)|Shenoy, SK. et al.(2008)|Girnita, L. et al.(2005)|Nogués, L. et al.(2011)|Shenoy, SK. et al.(2001)|Ahmed, MR. et al.(2011)|Girnita et al. (2005)|Yue et al. (2009)	pubmed:19879840|pubmed:21857681|pubmed:12538596|pubmed:18544533|pubmed:15878855|pubmed:21081496|pubmed:11588219|pubmed:21466165|"pubmed:15878855":"pubmed:15878855"|imex:IM-12100	taxid:9606(Homo sapiens)|taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	unknown:"MI:0915"|unknown:"MI:0914"	psi-mi:"MI:0469"(intact)|psi-mi:"MI:0465"(dip)|psi-mi:"MI:0463"(biogrid)|psi-mi:"MI:1097"(uniprot)|psimi:"MI:0463"(grid)|psimi:"MI:0469"(intact)	biogrid:645313|biogrid:1066734|biogrid:321945|intact:EBI-2476734|dip:DIP-136879E|biogrid:683192|dip:DIP-191842E|biogrid:1277757|biogrid:297596|biogrid:645309	intact-miscore:0.40
uniprotkb:P49407	uniprotkb:P25963	-	-	psi-mi:arrb1_human|psi-mi:ARRB1|uniprotkb:ARRB1|uniprotkb:B6V9G8|uniprotkb:O75625|uniprotkb:O75630|uniprotkb:Q2PP20|uniprotkb:Q9BTK8|uniprotkb:Arrestin beta-1|uniprotkb:ARR1|intact:EBI-743313|intact:EBI-2561130	psi-mi:ikba_human|psi-mi:NFKBIA|uniprotkb:NFKBIA|uniprotkb:B2R8L6|uniprotkb:IKBA|uniprotkb:MAD3|uniprotkb:NFKBI|uniprotkb:I-kappa-B-alpha|uniprotkb:Major histocompatibility complex enhancer-binding protein MAD3|intact:EBI-307386	unknown:"MI:0493"|unknown:"MI:0686"|unknown:"MI:0004"|unknown:"MI:0007"|unknown:"MI:0018"	Yue, R. et al.(2009)|Gao, H. et al.(2004)|Witherow, DS. et al.(2004)|Yue et al. (2009)	pubmed:19879840|pubmed:15125834|pubmed:15173580|imex:IM-12100	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	unknown:"MI:0915"|unknown:"MI:0914"	psi-mi:"MI:0469"(intact)|psi-mi:"MI:0468"(hprd)|psi-mi:"MI:0463"(biogrid)|psimi:"MI:0462"(bind)|psimi:"MI:0468"(hprd)|psimi:"MI:0469"(intact)|psimi:"MI:0974"(innatedb)	biogrid:834918|hprd:-1|biogrid:816451|intact:EBI-2476742|biogrid:816454|biogrid:834919|biogrid:816452	intact-miscore:0.40
uniprotkb:Q9Y4K3	uniprotkb:P49407	-	-	psi-mi:traf6_human|psi-mi:TRAF6|uniprotkb:TRAF6|uniprotkb:TNF receptor-associated factor 6|uniprotkb:D3DR16|uniprotkb:Q8NEH5|uniprotkb:A6NKI7|uniprotkb:A8KAB3|uniprotkb:RNF85|uniprotkb:Interleukin-1 signal transducer|uniprotkb:RING finger protein 85|uniprotkb:E3 ubiquitin-protein ligase TRAF6|uniprotkb:RING-type E3 ubiquitin transferase TRAF6|intact:EBI-359276	psi-mi:arrb1_human|psi-mi:ARRB1|uniprotkb:ARRB1|uniprotkb:Beta-arrestin-1|uniprotkb:B6V9G8|uniprotkb:O75625|uniprotkb:O75630|uniprotkb:Q2PP20|uniprotkb:Q9BTK8|uniprotkb:Arrestin beta-1|uniprotkb:ARR1|intact:EBI-743313|intact:EBI-2561130	unknown:"MI:0045"|unknown:"MI:0686"|unknown:"MI:0004"|unknown:"MI:0007"	Yue, R. et al.(2009)|Wang, Y. et al.(2006)|Wang et al. (2005)|Yue et al. (2009)	pubmed:19879840|pubmed:16378096|"pubmed:16378096":"pubmed:16378096"|imex:IM-12100	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)|taxid:10090(Mus musculus)	unknown:"MI:0915"|unknown:"MI:0914"	psi-mi:"MI:0469"(intact)|psi-mi:"MI:0463"(biogrid)|psi-mi:"MI:1097"(uniprot)|psimi:"MI:0469"(intact)|psimi:"MI:0974"(innatedb)	biogrid:685644|biogrid:685648|intact:EBI-2476750	intact-miscore:0.40
uniprotkb:P49407	uniprotkb:Q7DB77	-	-	psi-mi:arrb1_human|psi-mi:ARRB1|uniprotkb:ARRB1|uniprotkb:B6V9G8|uniprotkb:O75625|uniprotkb:O75630|uniprotkb:Q2PP20|uniprotkb:Q9BTK8|uniprotkb:Arrestin beta-1|uniprotkb:ARR1|intact:EBI-743313|intact:EBI-2561130	psi-mi:tir_eco57|psi-mi:tir|uniprotkb:tir|uniprotkb:Q7A9Q1|uniprotkb:Q9R396|uniprotkb:espE|uniprotkb:Secreted effector protein Tir|uniprotkb:Z5112|uniprotkb:ECs4561|intact:EBI-6480811	unknown:"MI:0729"|unknown:"MI:0018"	Blasche, S. et al.(2014)|Blasche et al. (2014)	pubmed:25519916|imex:IM-23549	taxid:9606(Homo sapiens)	taxid:83334(Escherichia coli O1)	unknown:"MI:0915"	psi-mi:"MI:0469"(intact)	intact:EBI-10039808|intact:EBI-10039968|intact:EBI-10039479	intact-miscore:0.51
uniprotkb:P31750	uniprotkb:P49407	-	-	psi-mi:akt1_mouse|psi-mi:Akt1|uniprotkb:Akt1|uniprotkb:Q62274|uniprotkb:Q6GSA6|uniprotkb:Akt|uniprotkb:Rac|uniprotkb:RAC-PK-alpha|uniprotkb:AKT1 kinase|uniprotkb:Proto-oncogene c-Akt|uniprotkb:Protein kinase B|uniprotkb:Thymoma viral proto-oncogene|uniprotkb:Protein kinase B alpha|intact:EBI-298707	psi-mi:arrb1_human|psi-mi:ARRB1|uniprotkb:ARRB1|uniprotkb:B6V9G8|uniprotkb:O75625|uniprotkb:O75630|uniprotkb:Q2PP20|uniprotkb:Q9BTK8|uniprotkb:Arrestin beta-1|uniprotkb:ARR1|intact:EBI-743313|intact:EBI-2561130	unknown:"MI:0096"	Beaulieu, JM. et al.(2005)|Beaulieu et al. (2005)	pubmed:16051150	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	unknown:"MI:0407"	psi-mi:"MI:0469"(intact)	intact:EBI-1769041	intact-miscore:0.44
